staff_id,staff_name,result,location,course_interest,presentation_pct,psychometrics_pct
3,Gismo Tilling,NULL,London Academy,NULL,59.38,54
3,Gismo Tilling,NULL,Birmingham Academy,NULL,50,45
8,Rupert Ripple,NULL,London Academy,NULL,56.25,61
2,Doris Bellasis,NULL,London Academy,NULL,50,59
3,Gismo Tilling,NULL,London Academy,NULL,62.5,51
3,Gismo Tilling,NULL,London Academy,NULL,68.75,52
5,Stacey Broad,NULL,London Academy,NULL,65.63,54
8,Rupert Ripple,NULL,London Academy,NULL,59.38,53
2,Doris Bellasis,NULL,London Academy,NULL,71.88,58
6,Fifi Eton,NULL,London Academy,NULL,59.38,55
2,Doris Bellasis,NULL,Birmingham Academy,NULL,75,61
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,59.38,57
3,Gismo Tilling,NULL,London Academy,NULL,65.63,42
3,Gismo Tilling,NULL,London Academy,NULL,50,55
5,Stacey Broad,NULL,Birmingham Academy,NULL,59.38,40
8,Rupert Ripple,NULL,London Academy,NULL,28.13,61
5,Stacey Broad,NULL,Birmingham Academy,NULL,62.5,65
3,Gismo Tilling,NULL,London Academy,NULL,53.13,55
7,Sunny Sladefield,NULL,London Academy,NULL,62.5,60
8,Rupert Ripple,NULL,Birmingham Academy,NULL,68.75,49
3,Gismo Tilling,NULL,Birmingham Academy,NULL,59.38,55
8,Rupert Ripple,NULL,London Academy,NULL,56.25,64
8,Rupert Ripple,NULL,London Academy,NULL,68.75,62
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,52
8,Rupert Ripple,NULL,London Academy,NULL,75,52
6,Fifi Eton,NULL,London Academy,NULL,75,42
1,Bruno Bellbrook,NULL,London Academy,NULL,50,53
2,Doris Bellasis,NULL,London Academy,NULL,75,50
3,Gismo Tilling,NULL,London Academy,NULL,68.75,58
6,Fifi Eton,NULL,Birmingham Academy,NULL,65.63,54
8,Rupert Ripple,NULL,London Academy,NULL,75,53
1,Bruno Bellbrook,NULL,London Academy,NULL,53.13,53
6,Fifi Eton,NULL,London Academy,NULL,75,59
5,Stacey Broad,NULL,London Academy,NULL,59.38,63
2,Doris Bellasis,NULL,London Academy,NULL,68.75,63
3,Gismo Tilling,NULL,London Academy,NULL,59.38,50
7,Sunny Sladefield,NULL,London Academy,NULL,62.5,45
3,Gismo Tilling,NULL,London Academy,NULL,40.63,51
7,Sunny Sladefield,NULL,London Academy,NULL,65.63,38
3,Gismo Tilling,NULL,London Academy,NULL,37.5,65
2,Doris Bellasis,NULL,London Academy,NULL,68.75,39
8,Rupert Ripple,NULL,Birmingham Academy,NULL,53.13,48
8,Rupert Ripple,NULL,London Academy,NULL,56.25,52
5,Stacey Broad,NULL,London Academy,NULL,31.25,56
5,Stacey Broad,NULL,Birmingham Academy,NULL,71.88,60
8,Rupert Ripple,NULL,Birmingham Academy,NULL,43.75,51
2,Doris Bellasis,NULL,Birmingham Academy,NULL,71.88,58
8,Rupert Ripple,NULL,Birmingham Academy,NULL,56.25,66
1,Bruno Bellbrook,NULL,London Academy,NULL,81.25,48
5,Stacey Broad,NULL,London Academy,NULL,65.63,44
6,Fifi Eton,NULL,Birmingham Academy,NULL,81.25,48
3,Gismo Tilling,NULL,London Academy,NULL,56.25,46
2,Doris Bellasis,NULL,Birmingham Academy,NULL,56.25,54
6,Fifi Eton,NULL,Birmingham Academy,NULL,46.88,57
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,50,52
1,Bruno Bellbrook,NULL,London Academy,NULL,59.38,48
5,Stacey Broad,NULL,Birmingham Academy,NULL,46.88,41
2,Doris Bellasis,NULL,London Academy,NULL,68.75,53
5,Stacey Broad,NULL,London Academy,NULL,71.88,52
2,Doris Bellasis,NULL,London Academy,NULL,56.25,70
3,Gismo Tilling,NULL,Birmingham Academy,NULL,65.63,48
2,Doris Bellasis,NULL,Birmingham Academy,NULL,43.75,48
6,Fifi Eton,NULL,London Academy,NULL,59.38,55
6,Fifi Eton,NULL,London Academy,NULL,65.63,61
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,46.88,51
2,Doris Bellasis,NULL,London Academy,NULL,84.38,62
8,Rupert Ripple,NULL,London Academy,NULL,81.25,62
2,Doris Bellasis,NULL,London Academy,NULL,43.75,56
2,Doris Bellasis,NULL,London Academy,NULL,56.25,49
8,Rupert Ripple,NULL,Birmingham Academy,NULL,71.88,52
2,Doris Bellasis,NULL,London Academy,NULL,31.25,56
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,56.25,53
2,Doris Bellasis,NULL,Birmingham Academy,NULL,50,55
2,Doris Bellasis,NULL,Birmingham Academy,NULL,65.63,61
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,50,59
3,Gismo Tilling,NULL,London Academy,NULL,62.5,52
5,Stacey Broad,NULL,London Academy,NULL,56.25,59
2,Doris Bellasis,NULL,Birmingham Academy,NULL,50,53
5,Stacey Broad,NULL,London Academy,NULL,56.25,58
2,Doris Bellasis,NULL,Birmingham Academy,NULL,46.88,50
8,Rupert Ripple,NULL,London Academy,NULL,43.75,58
2,Doris Bellasis,NULL,Birmingham Academy,NULL,53.13,48
5,Stacey Broad,NULL,London Academy,NULL,62.5,51
8,Rupert Ripple,NULL,Birmingham Academy,NULL,62.5,62
6,Fifi Eton,NULL,London Academy,NULL,65.63,54
1,Bruno Bellbrook,NULL,London Academy,NULL,40.63,54
3,Gismo Tilling,NULL,London Academy,NULL,84.38,57
6,Fifi Eton,NULL,London Academy,NULL,53.13,59
2,Doris Bellasis,NULL,London Academy,NULL,37.5,62
1,Bruno Bellbrook,NULL,London Academy,NULL,81.25,64
7,Sunny Sladefield,NULL,London Academy,NULL,68.75,47
8,Rupert Ripple,NULL,London Academy,NULL,62.5,58
7,Sunny Sladefield,NULL,London Academy,NULL,62.5,48
8,Rupert Ripple,NULL,London Academy,NULL,62.5,65
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,62.5,49
6,Fifi Eton,NULL,London Academy,NULL,56.25,45
8,Rupert Ripple,NULL,London Academy,NULL,62.5,49
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,71.88,47
8,Rupert Ripple,NULL,Birmingham Academy,NULL,71.88,59
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,55
1,Bruno Bellbrook,NULL,London Academy,NULL,62.5,59
1,Bruno Bellbrook,NULL,London Academy,NULL,43.75,56
7,Sunny Sladefield,NULL,London Academy,NULL,59.38,61
1,Bruno Bellbrook,NULL,London Academy,NULL,62.5,72
2,Doris Bellasis,NULL,London Academy,NULL,78.13,57
8,Rupert Ripple,NULL,Birmingham Academy,NULL,43.75,60
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,59
6,Fifi Eton,NULL,London Academy,NULL,75,52
8,Rupert Ripple,NULL,London Academy,NULL,56.25,63
2,Doris Bellasis,NULL,Birmingham Academy,NULL,65.63,53
8,Rupert Ripple,NULL,London Academy,NULL,68.75,61
6,Fifi Eton,NULL,London Academy,NULL,50,64
7,Sunny Sladefield,NULL,London Academy,NULL,75,50
3,Gismo Tilling,NULL,London Academy,NULL,75,64
2,Doris Bellasis,NULL,London Academy,NULL,59.38,62
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,46.88,58
2,Doris Bellasis,NULL,London Academy,NULL,75,50
8,Rupert Ripple,NULL,London Academy,NULL,62.5,56
1,Bruno Bellbrook,NULL,London Academy,NULL,25,56
6,Fifi Eton,NULL,London Academy,NULL,68.75,53
3,Gismo Tilling,NULL,London Academy,NULL,43.75,51
2,Doris Bellasis,NULL,Birmingham Academy,NULL,46.88,53
1,Bruno Bellbrook,NULL,London Academy,NULL,62.5,59
1,Bruno Bellbrook,NULL,London Academy,NULL,46.88,63
3,Gismo Tilling,NULL,London Academy,NULL,46.88,54
1,Bruno Bellbrook,NULL,London Academy,NULL,68.75,58
6,Fifi Eton,NULL,London Academy,NULL,65.63,38
6,Fifi Eton,NULL,Birmingham Academy,NULL,59.38,46
7,Sunny Sladefield,NULL,London Academy,NULL,78.13,62
5,Stacey Broad,NULL,Birmingham Academy,NULL,56.25,56
7,Sunny Sladefield,NULL,London Academy,NULL,71.88,58
8,Rupert Ripple,NULL,Birmingham Academy,NULL,62.5,58
8,Rupert Ripple,NULL,London Academy,NULL,68.75,55
8,Rupert Ripple,NULL,London Academy,NULL,50,43
7,Sunny Sladefield,NULL,London Academy,NULL,71.88,58
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,71.88,56
6,Fifi Eton,NULL,London Academy,NULL,62.5,56
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,59.38,53
5,Stacey Broad,NULL,Birmingham Academy,NULL,56.25,52
5,Stacey Broad,NULL,London Academy,NULL,62.5,51
6,Fifi Eton,NULL,Birmingham Academy,NULL,81.25,47
3,Gismo Tilling,NULL,London Academy,NULL,50,59
2,Doris Bellasis,NULL,London Academy,NULL,50,56
8,Rupert Ripple,NULL,Birmingham Academy,NULL,46.88,44
6,Fifi Eton,NULL,London Academy,NULL,71.88,47
1,Bruno Bellbrook,NULL,London Academy,NULL,84.38,62
7,Sunny Sladefield,NULL,London Academy,NULL,71.88,66
2,Doris Bellasis,NULL,Birmingham Academy,NULL,65.63,61
6,Fifi Eton,NULL,London Academy,NULL,68.75,59
1,Bruno Bellbrook,NULL,London Academy,NULL,59.38,58
8,Rupert Ripple,NULL,London Academy,NULL,65.63,60
6,Fifi Eton,NULL,London Academy,NULL,65.63,59
6,Fifi Eton,NULL,London Academy,NULL,43.75,49
2,Doris Bellasis,NULL,London Academy,NULL,53.13,40
8,Rupert Ripple,NULL,London Academy,NULL,68.75,47
8,Rupert Ripple,NULL,Birmingham Academy,NULL,40.63,58
2,Doris Bellasis,NULL,Birmingham Academy,NULL,59.38,38
3,Gismo Tilling,NULL,London Academy,NULL,56.25,50
8,Rupert Ripple,NULL,London Academy,NULL,65.63,54
2,Doris Bellasis,NULL,Birmingham Academy,NULL,75,49
7,Sunny Sladefield,NULL,London Academy,NULL,71.88,45
6,Fifi Eton,NULL,Birmingham Academy,NULL,78.13,50
1,Bruno Bellbrook,NULL,London Academy,NULL,59.38,58
2,Doris Bellasis,NULL,Birmingham Academy,NULL,68.75,60
1,Bruno Bellbrook,NULL,London Academy,NULL,71.88,53
1,Bruno Bellbrook,NULL,London Academy,NULL,53.13,57
5,Stacey Broad,NULL,Birmingham Academy,NULL,53.13,52
7,Sunny Sladefield,NULL,London Academy,NULL,65.63,66
8,Rupert Ripple,NULL,London Academy,NULL,68.75,48
2,Doris Bellasis,NULL,London Academy,NULL,65.63,63
5,Stacey Broad,NULL,London Academy,NULL,59.38,56
3,Gismo Tilling,NULL,London Academy,NULL,75,59
2,Doris Bellasis,NULL,London Academy,NULL,78.13,43
3,Gismo Tilling,NULL,London Academy,NULL,46.88,56
8,Rupert Ripple,NULL,London Academy,NULL,50,54
6,Fifi Eton,NULL,London Academy,NULL,71.88,52
5,Stacey Broad,NULL,Birmingham Academy,NULL,68.75,60
6,Fifi Eton,NULL,London Academy,NULL,68.75,66
2,Doris Bellasis,NULL,London Academy,NULL,62.5,59
3,Gismo Tilling,NULL,London Academy,NULL,59.38,62
2,Doris Bellasis,NULL,London Academy,NULL,50,56
6,Fifi Eton,NULL,London Academy,NULL,62.5,55
3,Gismo Tilling,NULL,London Academy,NULL,53.13,57
2,Doris Bellasis,NULL,Birmingham Academy,NULL,59.38,56
8,Rupert Ripple,NULL,Birmingham Academy,NULL,81.25,57
2,Doris Bellasis,NULL,London Academy,NULL,65.63,67
8,Rupert Ripple,NULL,Birmingham Academy,NULL,65.63,61
3,Gismo Tilling,NULL,London Academy,NULL,62.5,59
2,Doris Bellasis,NULL,Birmingham Academy,NULL,65.63,50
5,Stacey Broad,NULL,London Academy,NULL,84.38,54
3,Gismo Tilling,NULL,Birmingham Academy,NULL,53.13,54
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,78.13,50
1,Bruno Bellbrook,NULL,London Academy,NULL,78.13,43
8,Rupert Ripple,NULL,London Academy,NULL,53.13,54
6,Fifi Eton,NULL,Birmingham Academy,NULL,84.38,59
6,Fifi Eton,NULL,London Academy,NULL,50,56
6,Fifi Eton,NULL,London Academy,NULL,59.38,59
1,Bruno Bellbrook,NULL,London Academy,NULL,68.75,54
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,62.5,53
3,Gismo Tilling,NULL,London Academy,NULL,59.38,68
7,Sunny Sladefield,NULL,London Academy,NULL,59.38,52
7,Sunny Sladefield,NULL,London Academy,NULL,59.38,63
8,Rupert Ripple,NULL,Birmingham Academy,NULL,65.63,54
2,Doris Bellasis,NULL,London Academy,NULL,50,53
8,Rupert Ripple,NULL,London Academy,NULL,68.75,61
1,Bruno Bellbrook,NULL,London Academy,NULL,62.5,65
2,Doris Bellasis,NULL,London Academy,NULL,46.88,56
7,Sunny Sladefield,NULL,London Academy,NULL,56.25,54
2,Doris Bellasis,NULL,London Academy,NULL,53.13,47
2,Doris Bellasis,NULL,London Academy,NULL,68.75,60
3,Gismo Tilling,NULL,London Academy,NULL,56.25,53
8,Rupert Ripple,NULL,London Academy,NULL,68.75,49
1,Bruno Bellbrook,NULL,London Academy,NULL,46.88,52
1,Bruno Bellbrook,NULL,London Academy,NULL,68.75,55
6,Fifi Eton,NULL,London Academy,NULL,56.25,53
2,Doris Bellasis,NULL,London Academy,NULL,56.25,56
6,Fifi Eton,NULL,London Academy,NULL,56.25,55
6,Fifi Eton,NULL,London Academy,NULL,78.13,54
2,Doris Bellasis,NULL,London Academy,NULL,68.75,57
7,Sunny Sladefield,NULL,London Academy,NULL,78.13,59
5,Stacey Broad,NULL,London Academy,NULL,34.38,42
8,Rupert Ripple,NULL,London Academy,NULL,65.63,54
2,Doris Bellasis,NULL,London Academy,NULL,65.63,55
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,75,62
8,Rupert Ripple,NULL,London Academy,NULL,62.5,58
8,Rupert Ripple,NULL,London Academy,NULL,50,49
8,Rupert Ripple,NULL,London Academy,NULL,78.13,61
5,Stacey Broad,NULL,Birmingham Academy,NULL,75,63
2,Doris Bellasis,NULL,London Academy,NULL,71.88,66
2,Doris Bellasis,NULL,Birmingham Academy,NULL,62.5,63
6,Fifi Eton,NULL,London Academy,NULL,87.5,46
5,Stacey Broad,NULL,Birmingham Academy,NULL,43.75,52
2,Doris Bellasis,NULL,Birmingham Academy,NULL,71.88,49
2,Doris Bellasis,NULL,London Academy,NULL,68.75,51
6,Fifi Eton,NULL,London Academy,NULL,78.13,61
8,Rupert Ripple,NULL,London Academy,NULL,75,48
1,Bruno Bellbrook,NULL,London Academy,NULL,75,51
6,Fifi Eton,NULL,London Academy,NULL,50,47
2,Doris Bellasis,NULL,Birmingham Academy,NULL,40.63,52
7,Sunny Sladefield,NULL,London Academy,NULL,59.38,39
2,Doris Bellasis,NULL,London Academy,NULL,62.5,59
3,Gismo Tilling,NULL,London Academy,NULL,56.25,51
1,Bruno Bellbrook,NULL,London Academy,NULL,75,59
8,Rupert Ripple,NULL,Birmingham Academy,NULL,78.13,56
1,Bruno Bellbrook,NULL,London Academy,NULL,53.13,36
2,Doris Bellasis,NULL,London Academy,NULL,68.75,63
5,Stacey Broad,NULL,London Academy,NULL,50,59
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,56.25,56
6,Fifi Eton,NULL,London Academy,NULL,59.38,61
3,Gismo Tilling,NULL,London Academy,NULL,62.5,54
6,Fifi Eton,NULL,London Academy,NULL,78.13,69
1,Bruno Bellbrook,NULL,London Academy,NULL,59.38,56
6,Fifi Eton,NULL,London Academy,NULL,53.13,68
2,Doris Bellasis,NULL,London Academy,NULL,65.63,55
2,Doris Bellasis,NULL,London Academy,NULL,59.38,54
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,75,58
6,Fifi Eton,NULL,London Academy,NULL,53.13,53
5,Stacey Broad,NULL,London Academy,NULL,59.38,57
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,53.13,46
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,58
6,Fifi Eton,NULL,London Academy,NULL,53.13,52
1,Bruno Bellbrook,NULL,London Academy,NULL,71.88,48
5,Stacey Broad,NULL,Birmingham Academy,NULL,62.5,61
2,Doris Bellasis,NULL,Birmingham Academy,NULL,50,57
6,Fifi Eton,NULL,London Academy,NULL,56.25,55
5,Stacey Broad,NULL,Birmingham Academy,NULL,46.88,58
8,Rupert Ripple,NULL,London Academy,NULL,65.63,57
5,Stacey Broad,NULL,London Academy,NULL,78.13,64
7,Sunny Sladefield,NULL,Birmingham Academy,NULL,68.75,69
7,Sunny Sladefield,NULL,London Academy,NULL,62.5,48
8,Rupert Ripple,NULL,Birmingham Academy,NULL,68.75,59
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,55
6,Fifi Eton,NULL,London Academy,NULL,59.38,44
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,59.38,68
7,Sunny Sladefield,NULL,London Academy,NULL,56.25,60
5,Stacey Broad,NULL,Birmingham Academy,NULL,71.88,62
2,Doris Bellasis,NULL,Birmingham Academy,NULL,50,59
5,Stacey Broad,NULL,Birmingham Academy,NULL,56.25,49
2,Doris Bellasis,NULL,London Academy,NULL,68.75,47
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,75,61
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,54
2,Doris Bellasis,NULL,London Academy,NULL,50,50
5,Stacey Broad,NULL,London Academy,NULL,62.5,57
3,Gismo Tilling,NULL,Birmingham Academy,NULL,75,52
8,Rupert Ripple,NULL,Birmingham Academy,NULL,46.88,63
3,Gismo Tilling,NULL,London Academy,NULL,43.75,60
5,Stacey Broad,NULL,London Academy,NULL,62.5,61
5,Stacey Broad,NULL,London Academy,NULL,71.88,60
3,Gismo Tilling,NULL,London Academy,NULL,59.38,51
8,Rupert Ripple,NULL,London Academy,NULL,37.5,50
5,Stacey Broad,NULL,London Academy,NULL,56.25,54
2,Doris Bellasis,NULL,London Academy,NULL,40.63,67
5,Stacey Broad,NULL,Birmingham Academy,NULL,46.88,53
5,Stacey Broad,NULL,London Academy,NULL,53.13,54
8,Rupert Ripple,NULL,London Academy,NULL,59.38,67
7,Sunny Sladefield,NULL,London Academy,NULL,56.25,52
6,Fifi Eton,NULL,Birmingham Academy,NULL,75,54
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,65
5,Stacey Broad,NULL,London Academy,NULL,59.38,51
2,Doris Bellasis,NULL,London Academy,NULL,65.63,61
3,Gismo Tilling,NULL,Birmingham Academy,NULL,56.25,54
8,Rupert Ripple,NULL,Birmingham Academy,NULL,71.88,56
2,Doris Bellasis,NULL,Birmingham Academy,NULL,56.25,66
8,Rupert Ripple,NULL,London Academy,NULL,65.63,52
8,Rupert Ripple,NULL,London Academy,NULL,75,50
3,Gismo Tilling,NULL,Birmingham Academy,NULL,59.38,54
6,Fifi Eton,NULL,Birmingham Academy,NULL,50,63
8,Rupert Ripple,NULL,Birmingham Academy,NULL,68.75,59
8,Rupert Ripple,NULL,Birmingham Academy,NULL,62.5,54
2,Doris Bellasis,NULL,Birmingham Academy,NULL,65.63,43
8,Rupert Ripple,NULL,Birmingham Academy,NULL,78.13,50
2,Doris Bellasis,NULL,Birmingham Academy,NULL,81.25,63
1,Bruno Bellbrook,1,London Academy,Data,71.88,60
6,Fifi Eton,1,London Academy,Engineering,59.38,54
8,Rupert Ripple,1,London Academy,Data,46.88,52
7,Sunny Sladefield,NULL,London Academy,NULL,53.13,49
6,Fifi Eton,NULL,Birmingham Academy,NULL,78.13,43
6,Fifi Eton,NULL,Birmingham Academy,NULL,68.75,43
7,Sunny Sladefield,1,Birmingham Academy,Business,65.63,62
8,Rupert Ripple,1,Birmingham Academy,Business,62.5,57
8,Rupert Ripple,1,London Academy,Data,65.63,57
6,Fifi Eton,NULL,London Academy,NULL,31.25,62
5,Stacey Broad,1,Birmingham Academy,Business,78.13,56
5,Stacey Broad,1,London Academy,Engineering,59.38,56
8,Rupert Ripple,NULL,Birmingham Academy,NULL,43.75,53
7,Sunny Sladefield,1,Birmingham Academy,Business,71.88,57
3,Gismo Tilling,1,Birmingham Academy,Business,65.63,63
5,Stacey Broad,1,London Academy,Engineering,75,54
8,Rupert Ripple,1,London Academy,Business,53.13,59
6,Fifi Eton,1,Birmingham Academy,Engineering,56.25,54
3,Gismo Tilling,0,London Academy,Engineering,59.38,54
1,Bruno Bellbrook,1,London Academy,Data,75,62
3,Gismo Tilling,1,London Academy,Engineering,68.75,52
2,Doris Bellasis,0,Birmingham Academy,Engineering,68.75,52
2,Doris Bellasis,1,London Academy,Business,62.5,55
7,Sunny Sladefield,NULL,London Academy,NULL,53.13,41
3,Gismo Tilling,1,London Academy,Engineering,68.75,53
6,Fifi Eton,1,London Academy,Data,50,62
2,Doris Bellasis,NULL,Birmingham Academy,NULL,43.75,55
5,Stacey Broad,1,Birmingham Academy,Data,53.13,64
1,Bruno Bellbrook,1,London Academy,Data,78.13,53
1,Bruno Bellbrook,1,London Academy,Business,68.75,55
8,Rupert Ripple,1,London Academy,Engineering,78.13,57
3,Gismo Tilling,0,Birmingham Academy,Business,53.13,51
7,Sunny Sladefield,1,London Academy,Business,53.13,56
2,Doris Bellasis,1,London Academy,Data,71.88,64
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,59.38,55
7,Sunny Sladefield,NULL,London Academy,NULL,78.13,47
3,Gismo Tilling,0,Birmingham Academy,Data,50,59
5,Stacey Broad,0,London Academy,Business,78.13,61
3,Gismo Tilling,0,London Academy,Business,75,62
8,Rupert Ripple,1,Birmingham Academy,Business,62.5,51
1,Bruno Bellbrook,0,London Academy,Data,46.88,53
3,Gismo Tilling,1,London Academy,Business,62.5,56
8,Rupert Ripple,0,London Academy,Data,71.88,56
3,Gismo Tilling,1,London Academy,Data,46.88,60
5,Stacey Broad,1,London Academy,Business,65.63,63
6,Fifi Eton,1,London Academy,Business,50,52
5,Stacey Broad,0,Birmingham Academy,Engineering,56.25,55
8,Rupert Ripple,NULL,London Academy,NULL,46.88,49
8,Rupert Ripple,1,London Academy,Engineering,75,57
6,Fifi Eton,1,Birmingham Academy,Engineering,50,55
5,Stacey Broad,0,London Academy,Engineering,71.88,58
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,65.63,59
1,Bruno Bellbrook,1,London Academy,Engineering,75,61
2,Doris Bellasis,1,London Academy,Engineering,65.63,58
6,Fifi Eton,NULL,Birmingham Academy,NULL,81.25,49
1,Bruno Bellbrook,0,London Academy,Business,65.63,53
1,Bruno Bellbrook,1,London Academy,Engineering,68.75,59
5,Stacey Broad,NULL,London Academy,NULL,59.38,37
3,Gismo Tilling,NULL,Birmingham Academy,NULL,31.25,60
8,Rupert Ripple,NULL,London Academy,NULL,68.75,49
6,Fifi Eton,0,Birmingham Academy,Engineering,68.75,56
7,Sunny Sladefield,0,London Academy,Business,50,61
1,Bruno Bellbrook,NULL,Birmingham Academy,NULL,40.63,51
2,Doris Bellasis,1,Birmingham Academy,Business,75,62
5,Stacey Broad,1,London Academy,Data,46.88,52
3,Gismo Tilling,NULL,London Academy,NULL,59.38,41
3,Gismo Tilling,NULL,Birmingham Academy,NULL,65.63,38
5,Stacey Broad,1,London Academy,Engineering,59.38,58
2,Doris Bellasis,1,London Academy,Data,65.63,55
1,Bruno Bellbrook,NULL,London Academy,NULL,43.75,72
1,Bruno Bellbrook,0,London Academy,Business,56.25,54
8,Rupert Ripple,1,London Academy,Data,62.5,64
1,Bruno Bellbrook,1,Birmingham Academy,Data,59.38,52
7,Sunny Sladefield,0,London Academy,Data,53.13,62
7,Sunny Sladefield,NULL,London Academy,NULL,75,47
1,Bruno Bellbrook,1,Birmingham Academy,Engineering,71.88,52
3,Gismo Tilling,0,London Academy,Engineering,59.38,50
8,Rupert Ripple,1,London Academy,Engineering,65.63,65
1,Bruno Bellbrook,NULL,London Academy,NULL,65.63,49
1,Bruno Bellbrook,1,Birmingham Academy,Business,65.63,50
5,Stacey Broad,NULL,Birmingham Academy,NULL,56.25,47
5,Stacey Broad,1,London Academy,Data,71.88,68
7,Sunny Sladefield,1,London Academy,Business,68.75,58
8,Rupert Ripple,0,Birmingham Academy,Engineering,68.75,55
1,Bruno Bellbrook,1,London Academy,Business,65.63,59
2,Doris Bellasis,NULL,London Academy,NULL,78.13,45
6,Fifi Eton,1,London Academy,Engineering,87.5,62
1,Bruno Bellbrook,1,London Academy,Data,71.88,63
8,Rupert Ripple,NULL,London Academy,NULL,59.38,46
6,Fifi Eton,NULL,Birmingham Academy,NULL,56.25,33
8,Rupert Ripple,0,London Academy,Engineering,59.38,53
3,Gismo Tilling,0,London Academy,Business,59.38,61
2,Doris Bellasis,1,London Academy,Business,75,60
6,Fifi Eton,1,Birmingham Academy,Business,68.75,51
3,Gismo Tilling,0,London Academy,Data,50,55
8,Rupert Ripple,0,London Academy,Data,65.63,52
8,Rupert Ripple,1,Birmingham Academy,Engineering,93.75,53
3,Gismo Tilling,1,Birmingham Academy,Business,59.38,50
8,Rupert Ripple,0,Birmingham Academy,Business,81.25,63
3,Gismo Tilling,0,Birmingham Academy,Data,65.63,57
3,Gismo Tilling,0,Birmingham Academy,Engineering,62.5,58
6,Fifi Eton,1,London Academy,Engineering,71.88,61
5,Stacey Broad,0,London Academy,Business,71.88,52
2,Doris Bellasis,NULL,Birmingham Academy,NULL,43.75,54
1,Bruno Bellbrook,0,Birmingham Academy,Engineering,53.13,58
2,Doris Bellasis,1,London Academy,Engineering,78.13,55
3,Gismo Tilling,1,London Academy,Data,56.25,58
8,Rupert Ripple,1,London Academy,Engineering,62.5,70
8,Rupert Ripple,1,London Academy,Data,62.5,59
8,Rupert Ripple,0,London Academy,Business,71.88,56
7,Sunny Sladefield,0,Birmingham Academy,Data,81.25,54
5,Stacey Broad,NULL,Birmingham Academy,NULL,53.13,49
7,Sunny Sladefield,0,London Academy,Business,53.13,55
1,Bruno Bellbrook,0,London Academy,Data,56.25,56
5,Stacey Broad,1,London Academy,Business,62.5,59
1,Bruno Bellbrook,NULL,London Academy,NULL,46.88,45
8,Rupert Ripple,1,London Academy,Data,46.88,54
1,Bruno Bellbrook,NULL,London Academy,NULL,62.5,48
7,Sunny Sladefield,NULL,London Academy,NULL,75,48
5,Stacey Broad,NULL,London Academy,NULL,53.13,48
5,Stacey Broad,NULL,Birmingham Academy,NULL,68.75,46
3,Gismo Tilling,0,London Academy,Data,65.63,55
3,Gismo Tilling,1,Birmingham Academy,Engineering,56.25,53
5,Stacey Broad,1,London Academy,Data,62.5,60
3,Gismo Tilling,NULL,London Academy,NULL,71.88,45
5,Stacey Broad,1,Birmingham Academy,Data,68.75,55
1,Bruno Bellbrook,1,London Academy,Data,68.75,52
7,Sunny Sladefield,0,Birmingham Academy,Business,78.13,62
8,Rupert Ripple,0,London Academy,Business,78.13,68
8,Rupert Ripple,NULL,Birmingham Academy,NULL,43.75,41
7,Sunny Sladefield,NULL,London Academy,NULL,40.63,53
8,Rupert Ripple,NULL,London Academy,NULL,40.63,51
3,Gismo Tilling,1,London Academy,Engineering,75,59
1,Bruno Bellbrook,1,London Academy,Data,68.75,61
7,Sunny Sladefield,NULL,London Academy,NULL,62.5,47
6,Fifi Eton,1,Birmingham Academy,Data,68.75,53
8,Rupert Ripple,NULL,Birmingham Academy,NULL,50,42
5,Stacey Broad,1,London Academy,Engineering,59.38,50
6,Fifi Eton,1,Birmingham Academy,Engineering,68.75,51
2,Doris Bellasis,0,London Academy,Data,68.75,69
1,Bruno Bellbrook,1,London Academy,Business,65.63,61
3,Gismo Tilling,NULL,Birmingham Academy,NULL,37.5,55
1,Bruno Bellbrook,0,London Academy,Business,56.25,60
